	trp-L[-0.0]	utp[0.0]	his-L[0.0]	mobd[0.0]	dgtp[-0.0]	thmpp[0.0]	asn-L[-0.0]	nh4[0.0]	pydx5p[-0.0]	nadp[-0.0]	dctp[-0.0]	met-L[-0.0]	phe-L[0.0]	fe2[-0.0]	k[-0.0]	arg-L[-0.0]	fe3[0.0]	protein[-0.0]	pe160c[-0.0]	gly[-0.0]	dna[-0.0]	mlthf[0.0]	utp[-0.0]	pe160p[0.0]	atp[-0.0]	arg-L[0.0]	inorganic[-0.0]	mg2[-0.0]	murein[0.0]	sheme2[-0.0]	cu2[0.0]	pro-L[-0.0]	ser-L[0.0]	mg2[0.0]	met-L[0.0]	murein5px4p[0.0]	ser-L[-0.0]	lipids[0.0]	mn2[0.0]	dna[0.0]	lipids[-0.0]	ile-L[0.0]	k[0.0]	2ohph[-0.0]	lys-L[-0.0]	ribflv[0.0]	ctp[0.0]	lys-L[0.0]	pydx5p[0.0]	gtp[0.0]	his-L[-0.0]	zn2[0.0]	glu-L[0.0]	thr-L[-0.0]	cobalt2[0.0]	phe-L[-0.0]	nh4[-0.0]	2ohph[0.0]	ile-L[-0.0]	sheme2[0.0]	tyr-L[-0.0]	dctp[0.0]	thr-L[0.0]	murein5px4p[-0.0]	cobalt2[-0.0]	lps[0.0]	solublep[-0.0]	fad[-0.0]	dgtp[0.0]	mn2[-0.0]	mlthf[-0.0]	kdo2lipid4[0.0]	glu-L[-0.0]	asp-L[-0.0]	pe161p[0.0]	nadp[0.0]	cl[-0.0]	pheme[-0.0]	rna[-0.0]	amet2[-0.0]	ala-L[0.0]	val-L[-0.0]	protein[0.0]	gly[0.0]	lps[-0.0]	amet2[0.0]	pro-L[0.0]	dttp[-0.0]	gln-L[-0.0]	ala-L[-0.0]	fad[0.0]	nad[-0.0]	mobd[-0.0]	leu-L[0.0]	nad[0.0]	ctp[-0.0]	trp-L[0.0]	gln-L[0.0]	cys-L[-0.0]	dttp[0.0]	coa[0.0]	coa[-0.0]	10fthf[-0.0]	asp-L[0.0]	asn-L[0.0]	solublep[0.0]	udcpdp[-0.0]	pe161p[-0.0]	ca2[0.0]	so4[-0.0]	pe160p[-0.0]	pe160c[0.0]	cl[0.0]	pi[0.0]	rna[0.0]	atp[0.0]	tyr-L[0.0]	pi[-0.0]	thf[-0.0]	pheme[0.0]	pe161c[0.0]	ribflv[-0.0]	so4[0.0]	murein[-0.0]	fe3[-0.0]	thf[0.0]	gtp[-0.0]	pe161c[-0.0]	thmpp[-0.0]	udcpdp[0.0]	kdo2lipid4[-0.0]	ca2[-0.0]	fe2[0.0]	cu2[-0.0]	datp[-0.0]	cys-L[0.0]	val-L[0.0]	zn2[-0.0]	inorganic[0.0]	datp[0.0]	leu-L[-0.0]	10fthf[0.0]
R_ASCBPL	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
T_R_ADNt2pp	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
R_LPLIPAL2G120	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
R_CYTK1	 0.13623462	 0.13396137	 0.1362298	 0.13325948	 0.13338378	 0.14730574	 0.13617872	 0.13325945	 0.1472948	 0.1474267	 0.13338943	 0.13625903	 0.13627627	 0.13325945	 0.13326623	 0.13619127	 0.13325956	 0.23893353	 0.12881638	 0.13604477	 0.14726405	 0.14730644	 0.13396137	 0.12884794	 0.13406508	 0.13619127	 0.14640943	 0.1332594	 0.14702352	 0.14734061	 0.13325947	 0.13624817	 0.13619989	 0.1332594	 0.13625903	 0.13337729	 0.13619989	 0.14147966	 0.13325947	 0.14726405	 0.14147966	 0.13630812	 0.13326623	 0.14686631	 0.13627829	 0.14730256	 0.13400098	 0.13627829	 0.1472948	 0.13398016	 0.1362298	 0.13325947	 0.13618067	 0.13622006	 0.13325947	 0.13627627	 0.13325945	 0.14686631	 0.13630812	 0.14734061	 0.13624636	 0.13338943	 0.13622006	 0.13337729	 0.13325947	 0.14648033	 0.14661613	 0.14732197	 0.13338378	 0.13325947	 0.14730644	 0.13205252	 0.13618067	 0.13617307	 0.12876348	 0.1474267	 0.13325947	 0.14731651	 0.1576439	 0.14729978	 0.13616139	 0.13628496	 0.23893353	 0.13604477	 0.14648033	 0.14729978	 0.13624817	 0.13339525	 0.13618751	 0.13616139	 0.14732197	 0.14975423	 0.13325948	 0.13635261	 0.14975423	 0.13400098	 0.13623462	 0.13618751	 0.13623243	 0.13339525	 0.14715055	 0.14715055	 0.14730703	 0.13617307	 0.13617872	 0.14661613	 0.14724751	 0.12876348	 0.13325946	 0.1332595	 0.12884794	 0.12881638	 0.13325947	 0.13325946	 0.1576439	 0.13406508	 0.13624636	 0.13325946	 0.14735381	 0.14731651	 0.1287931	 0.14730256	 0.1332595	 0.14702352	 0.13325956	 0.14735381	 0.13398016	 0.1287931	 0.14730574	 0.14724751	 0.13205252	 0.13325946	 0.13325945	 0.13325947	 0.1333959	 0.13623243	 0.13628496	 0.13325947	 0.14640943	 0.1333959	 0.13635261	 0.14730703
R_TRPS1	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
T_R_PE160abcpp	 0.031240909	 0.030719615	 0.031239806	 0.030558661	 0.030587164	 0.030085958	 0.031228091	 0.030558654	 0.030085519	 0.030084753	 0.03058846	 0.031246508	 0.031250461	 0.030558653	 0.030560208	 0.031230968	 0.030558678	 0.048473135	 0.029949388	 0.031197373	 0.029875882	 0.030085766	 0.030719615	 0.022478539	 0.030743399	 0.031230968	 0.029702504	 0.030558642	 0.029827086	 0.030083596	 0.030558659	 0.031244018	 0.031232946	 0.030558642	 0.031246508	 0.030585676	 0.031232946	 0.027786875	 0.030558659	 0.029875882	 0.027786875	 0.031257766	 0.030560208	 0.030087049	 0.031250925	 0.030085776	 0.030728699	 0.031250925	 0.030085519	 0.030723924	 0.031239806	 0.030558659	 0.031228537	 0.031237571	 0.030558659	 0.031250461	 0.030558654	 0.030087049	 0.031257766	 0.030083596	 0.031243603	 0.03058846	 0.031237571	 0.030585676	 0.030558659	 0.029915588	 0.029859532	 0.03008561	 0.030587164	 0.030558659	 0.030085766	 0.030610887	 0.031228537	 0.031226795	 0.033277182	 0.030084753	 0.030558657	 0.030086209	 0.031981673	 0.030084972	 0.031224118	 0.031252453	 0.048473135	 0.031197373	 0.029915588	 0.030084972	 0.031244018	 0.030589794	 0.031230106	 0.031224118	 0.03008561	 0.030078168	 0.030558661	 0.031267967	 0.030078168	 0.030728699	 0.031240909	 0.031230106	 0.031240407	 0.030589794	 0.03008514	 0.03008514	 0.030085725	 0.031226795	 0.031228091	 0.029859532	 0.030085646	 0.033277182	 0.030558655	 0.030558664	 0.022478539	 0.029949388	 0.030558657	 0.030558657	 0.031981673	 0.030743399	 0.031243603	 0.030558657	 0.030086145	 0.030086209	 0.03025467	 0.030085776	 0.030558664	 0.029827086	 0.030558678	 0.030086145	 0.030723924	 0.03025467	 0.030085958	 0.030085646	 0.030610887	 0.030558655	 0.030558653	 0.030558659	 0.030589944	 0.031240407	 0.031252453	 0.030558659	 0.029702504	 0.030589944	 0.031267967	 0.030085725
R_TRPS3	 0.040216445	 0.042095056	 0.040655272	 0.041874501	 0.041913559	 0.041226756	 0.04071099	 0.041874491	 0.041226155	 0.041225105	 0.041915334	 0.04068853	 0.040719363	 0.04187449	 0.041876621	 0.040808752	 0.041874523	 0.028965493	 0.04212841	 0.040866315	 0.040955877	 0.041226494	 0.042095056	 0.042131521	 0.042127646	 0.040808752	 0.040718199	 0.041874474	 0.040888985	 0.041223519	 0.041874498	 0.040706943	 0.040683435	 0.041874474	 0.04068853	 0.04191152	 0.040683435	 0.042013374	 0.041874498	 0.040955877	 0.042013374	 0.040788209	 0.041876621	 0.041228251	 0.040854148	 0.041226506	 0.042107504	 0.040854148	 0.041226155	 0.04210096	 0.040655272	 0.041874498	 0.040741099	 0.040721723	 0.041874498	 0.040719363	 0.041874491	 0.041228251	 0.040788209	 0.041223519	 0.0406848	 0.041915334	 0.040721723	 0.04191152	 0.041874498	 0.041010309	 0.040933463	 0.041226279	 0.041913559	 0.041874498	 0.041226494	 0.041946065	 0.040741099	 0.040709221	 0.04212589	 0.041225105	 0.041874495	 0.041227101	 0.043842638	 0.041225405	 0.040866065	 0.040889812	 0.028965493	 0.040866315	 0.041010309	 0.041225405	 0.040706943	 0.041917162	 0.040743174	 0.040866065	 0.041226279	 0.041216081	 0.041874501	 0.040979507	 0.041216081	 0.042107504	 0.040216445	 0.040743174	 0.040651252	 0.041917162	 0.041225635	 0.041225635	 0.041226437	 0.040709221	 0.04071099	 0.040933463	 0.041226329	 0.04212589	 0.041874493	 0.041874505	 0.042131521	 0.04212841	 0.041874495	 0.041874495	 0.043842638	 0.042127646	 0.0406848	 0.041874495	 0.041227013	 0.041227101	 0.042126661	 0.041226506	 0.041874505	 0.040888985	 0.041874523	 0.041227013	 0.04210096	 0.042126661	 0.041226756	 0.041226329	 0.041946065	 0.041874493	 0.04187449	 0.041874498	 0.041917368	 0.040651252	 0.040889812	 0.041874498	 0.040718199	 0.041917368	 0.040979507	 0.041226437
R_TRPS2	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
R_EX_dca_e_	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
R_EX_cobalt2_e_	 -0.0023784665	 -0.0023387788	 -0.0023783825	 -0.0022172401	 -0.0023286949	 -0.0022905365	 -0.0023774906	 -0.0022180448	 -0.0022905031	 -0.0022904448	 -0.0023287935	 -0.0023788928	 -0.0023791937	 -0.0022183056	 -0.0042487323	 -0.0023777097	 -0.0022183073	 -0.0037039858	 -0.0023406319	 -0.002375152	 -0.0022829108	 -0.0022905219	 -0.0023387788	 -0.0023408048	 -0.0023405895	 -0.0023777097	 -0.0022463838	 -0.0022171482	 -0.0022791821	 -0.0022903567	 -0.0022164101	 -0.0023787032	 -0.0023778603	 -0.0022171482	 -0.0023788928	 -0.0023285816	 -0.0023778603	 -0.0023418564	 -0.0022163361	 -0.0022829108	 -0.0023418564	 -0.0023797499	 -0.0042487323	 -0.0022906196	 -0.002379229	 -0.0022905226	 -0.0023394704	 -0.002379229	 -0.0022905031	 -0.0023391068	 -0.0023783825	 -0.0022164134	 -0.0023775246	 -0.0023782124	 -0.0021877678	 -0.0023791937	 -0.0022180448	 -0.0022906196	 -0.0023797499	 -0.0022903567	 -0.0023786716	 -0.0023287935	 -0.0023782124	 -0.0023285816	 -0.0021877678	 -0.0022859448	 -0.0022816614	 -0.00229051	 -0.0023286949	 -0.0022163361	 -0.0022905219	 -0.002330501	 -0.0023775246	 -0.0023773919	 -0.0023404919	 -0.0022904448	 -0.0022165367	 -0.0022905557	 -0.0024438209	 -0.0022904615	 -0.0023771881	 -0.0023793454	 -0.0037039858	 -0.002375152	 -0.0022859448	 -0.0022904615	 -0.0023787032	 -0.0023288951	 -0.0023776441	 -0.0023771881	 -0.00229051	 -0.0022899434	 -0.0022172401	 -0.0023805265	 -0.0022899434	 -0.0023394704	 -0.0023784665	 -0.0023776441	 -0.0023784283	 -0.0023288951	 -0.0022904742	 -0.0022904742	 -0.0022905188	 -0.0023773919	 -0.0023774906	 -0.0022816614	 -0.0022905128	 -0.0023404919	 -0.0022166328	 -0.0022171596	 -0.0023408048	 -0.0023406319	 -0.0022165367	 -0.002217158	 -0.0024438209	 -0.0023405895	 -0.0023786716	 -0.002217158	 -0.0022905508	 -0.0022905557	 -0.0023405348	 -0.0022905226	 -0.0022171596	 -0.0022791821	 -0.0022183073	 -0.0022905508	 -0.0023391068	 -0.0023405348	 -0.0022905365	 -0.0022905128	 -0.002330501	 -0.0022166328	 -0.0022183056	 -0.0022164101	 -0.0023289065	 -0.0023784283	 -0.0023793454	 -0.0022164134	 -0.0022463838	 -0.0023289065	 -0.0023805265	 -0.0022905188
R_ACACCT	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
T_R_O2Stex	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
R_EX_damp_e_	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
R_PEAMNOpp	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
T_R_DINSt2pp	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
