	trp-L[-0.0]	utp[0.0]	his-L[0.0]	mobd[0.0]	dgtp[-0.0]	thmpp[0.0]	asn-L[-0.0]	nh4[0.0]	pydx5p[-0.0]	nadp[-0.0]	dctp[-0.0]	met-L[-0.0]	phe-L[0.0]	fe2[-0.0]	k[-0.0]	arg-L[-0.0]	fe3[0.0]	protein[-0.0]	pe160c[-0.0]	gly[-0.0]	dna[-0.0]	mlthf[0.0]	utp[-0.0]	pe160p[0.0]	atp[-0.0]	arg-L[0.0]	inorganic[-0.0]	mg2[-0.0]	murein[0.0]	sheme2[-0.0]	cu2[0.0]	pro-L[-0.0]	ser-L[0.0]	mg2[0.0]	met-L[0.0]	murein5px4p[0.0]	ser-L[-0.0]	lipids[0.0]	mn2[0.0]	dna[0.0]	lipids[-0.0]	ile-L[0.0]	k[0.0]	2ohph[-0.0]	lys-L[-0.0]	ribflv[0.0]	ctp[0.0]	lys-L[0.0]	pydx5p[0.0]	gtp[0.0]	his-L[-0.0]	zn2[0.0]	glu-L[0.0]	thr-L[-0.0]	cobalt2[0.0]	phe-L[-0.0]	nh4[-0.0]	2ohph[0.0]	ile-L[-0.0]	sheme2[0.0]	tyr-L[-0.0]	dctp[0.0]	thr-L[0.0]	murein5px4p[-0.0]	cobalt2[-0.0]	lps[0.0]	solublep[-0.0]	fad[-0.0]	dgtp[0.0]	mn2[-0.0]	mlthf[-0.0]	kdo2lipid4[0.0]	glu-L[-0.0]	asp-L[-0.0]	pe161p[0.0]	nadp[0.0]	cl[-0.0]	pheme[-0.0]	rna[-0.0]	amet2[-0.0]	ala-L[0.0]	val-L[-0.0]	protein[0.0]	gly[0.0]	lps[-0.0]	amet2[0.0]	pro-L[0.0]	dttp[-0.0]	gln-L[-0.0]	ala-L[-0.0]	fad[0.0]	nad[-0.0]	mobd[-0.0]	leu-L[0.0]	nad[0.0]	ctp[-0.0]	trp-L[0.0]	gln-L[0.0]	cys-L[-0.0]	dttp[0.0]	coa[0.0]	coa[-0.0]	10fthf[-0.0]	asp-L[0.0]	asn-L[0.0]	solublep[0.0]	udcpdp[-0.0]	pe161p[-0.0]	ca2[0.0]	so4[-0.0]	pe160p[-0.0]	pe160c[0.0]	cl[0.0]	pi[0.0]	rna[0.0]	atp[0.0]	tyr-L[0.0]	pi[-0.0]	thf[-0.0]	pheme[0.0]	pe161c[0.0]	ribflv[-0.0]	so4[0.0]	murein[-0.0]	fe3[-0.0]	thf[0.0]	gtp[-0.0]	pe161c[-0.0]	thmpp[-0.0]	udcpdp[0.0]	kdo2lipid4[-0.0]	ca2[-0.0]	fe2[0.0]	cu2[-0.0]	datp[-0.0]	cys-L[0.0]	val-L[0.0]	zn2[-0.0]	inorganic[0.0]	datp[0.0]	leu-L[-0.0]	10fthf[0.0]
T_R_CHLabcpp	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
R_EX_acac_e_	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
R_MLTGY2pp	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
R_PSD160	 0.048058882	 0.047256959	 0.048057184	 0.047009358	 0.047053205	 0.046282184	 0.048039163	 0.047009347	 0.046281508	 0.04628033	 0.047055198	 0.048067495	 0.048073575	 0.047009346	 0.047011738	 0.04804359	 0.047009383	 0.074567431	 0.043482293	 0.047991909	 0.045958813	 0.046281889	 0.047256959	 0.039725175	 0.047293545	 0.04804359	 0.045692102	 0.047009328	 0.045883749	 0.046278549	 0.047009354	 0.048063664	 0.048046632	 0.047009328	 0.048067495	 0.047050916	 0.048046632	 0.042745242	 0.047009355	 0.045958813	 0.042745242	 0.048084813	 0.047011738	 0.046283862	 0.048074289	 0.046281903	 0.047270933	 0.048074289	 0.046281508	 0.047263587	 0.048057184	 0.047009354	 0.04803985	 0.048053747	 0.047009354	 0.048073575	 0.047009347	 0.046283862	 0.048084813	 0.046278549	 0.048063026	 0.047055198	 0.048053747	 0.047050916	 0.047009354	 0.046019894	 0.045933661	 0.046281648	 0.047053205	 0.047009355	 0.046281889	 0.047089698	 0.04803985	 0.048037169	 0.051191118	 0.04628033	 0.047009352	 0.04628257	 0.049198204	 0.046280667	 0.048033051	 0.04807664	 0.074567431	 0.047991909	 0.046019894	 0.046280667	 0.048063664	 0.047057251	 0.048042263	 0.048033051	 0.046281648	 0.046270199	 0.047009358	 0.048100505	 0.046270199	 0.047270933	 0.048058882	 0.048042263	 0.048058109	 0.047057251	 0.046280925	 0.046280925	 0.046281825	 0.048037169	 0.048039163	 0.045933661	 0.046281704	 0.051191118	 0.047009349	 0.047009362	 0.039725175	 0.043482293	 0.047009352	 0.047009351	 0.049198204	 0.047293545	 0.048063026	 0.047009351	 0.046282472	 0.04628257	 0.046541512	 0.046281903	 0.047009362	 0.045883749	 0.047009383	 0.046282472	 0.047263587	 0.046541512	 0.046282184	 0.046281704	 0.047089698	 0.047009349	 0.047009346	 0.047009354	 0.047057481	 0.048058109	 0.04807664	 0.047009354	 0.045692102	 0.047057481	 0.048100505	 0.046281825
R_3HAD60	 0.26800302	 0.26353105	 0.26799355	 0.26215029	 0.26239481	 0.25809516	 0.26789305	 0.26215023	 0.2580914	 0.25808482	 0.26240592	 0.26805105	 0.26808496	 0.26215022	 0.26216356	 0.26791774	 0.26215043	 0.41593928	 0.2532376	 0.26762954	 0.25635959	 0.25809352	 0.26353105	 0.25330038	 0.26373508	 0.26791774	 0.25487186	 0.26215012	 0.25594088	 0.25807489	 0.26215027	 0.26802969	 0.26793471	 0.26215012	 0.26805105	 0.26238204	 0.26793471	 0.24380529	 0.26215027	 0.25635959	 0.24380529	 0.26814762	 0.26216356	 0.25810452	 0.26808894	 0.2580936	 0.26360897	 0.26808894	 0.2580914	 0.26356801	 0.26799355	 0.26215027	 0.26789688	 0.26797438	 0.26215027	 0.26808496	 0.26215023	 0.25810452	 0.26814762	 0.25807489	 0.26802613	 0.26240592	 0.26797438	 0.26238204	 0.26215027	 0.25474143	 0.25621929	 0.25809217	 0.26239481	 0.26215027	 0.25809352	 0.25972888	 0.26789688	 0.26788193	 0.25313206	 0.25808482	 0.26215025	 0.25809732	 0.274429	 0.2580867	 0.26785897	 0.26810205	 0.41593928	 0.26762954	 0.25474143	 0.2580867	 0.26802969	 0.26241737	 0.26791034	 0.26785897	 0.25809217	 0.25802833	 0.26215029	 0.26823513	 0.25802833	 0.26360897	 0.26800302	 0.26791034	 0.26799871	 0.26241737	 0.25808814	 0.25808814	 0.25809316	 0.26788193	 0.26789305	 0.25621929	 0.25809249	 0.25313206	 0.26215024	 0.26215031	 0.25330038	 0.2532376	 0.26215025	 0.26215025	 0.274429	 0.26373508	 0.26802613	 0.26215025	 0.25809677	 0.25809732	 0.2531912	 0.2580936	 0.26215031	 0.25594088	 0.26215043	 0.25809677	 0.26356801	 0.2531912	 0.25809516	 0.25809249	 0.25972888	 0.26215024	 0.26215022	 0.26215027	 0.26241865	 0.26799871	 0.26810205	 0.26215027	 0.25487186	 0.26241865	 0.26823513	 0.25809316
R_PUNP2	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
R_PUNP3	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
R_PUNP1	 -3.3590756E-4	 -3.3030252E-4	 -3.3589569E-4	 -3.2857191E-4	 -3.2887838E-4	 -3.2348933E-4	 -3.3576973E-4	 -3.2857184E-4	 -3.2348461E-4	 -3.2347637E-4	 -3.2889231E-4	 -3.3596776E-4	 -3.3601026E-4	 -3.2857183E-4	 -3.2858855E-4	 -3.3580067E-4	 -3.2857209E-4	 -2.3940931E-4	 -3.3056423E-4	 -3.3543945E-4	 -3.2775077E-4	 -3.2348727E-4	 -3.3030252E-4	 -3.3058864E-4	 -3.3055824E-4	 -3.3580067E-4	 -3.330975E-4	 -3.285717E-4	 -3.2929522E-4	 -3.2346393E-4	 -3.2857188E-4	 -3.3594098E-4	 -3.3582194E-4	 -3.285717E-4	 -3.3596776E-4	 -3.2886238E-4	 -3.3582194E-4	 -3.1484393E-4	 -3.2857189E-4	 -3.2775077E-4	 -3.1484393E-4	 -3.360888E-4	 -3.2858855E-4	 -3.2350106E-4	 -3.3601525E-4	 -3.2348737E-4	 -3.3040019E-4	 -3.3601525E-4	 -3.2348461E-4	 -3.3034885E-4	 -3.3589569E-4	 -3.2857188E-4	 -3.3577453E-4	 -3.3587167E-4	 -3.2857189E-4	 -3.3601026E-4	 -3.2857184E-4	 -3.2350106E-4	 -3.360888E-4	 -3.2346393E-4	 -3.3593652E-4	 -3.2889231E-4	 -3.3587167E-4	 -3.2886238E-4	 -3.2857189E-4	 -3.271434E-4	 -3.2826541E-4	 -3.2348558E-4	 -3.2887838E-4	 -3.2857189E-4	 -3.2348727E-4	 -3.2913345E-4	 -3.3577453E-4	 -3.357558E-4	 -3.3054446E-4	 -3.2347637E-4	 -3.2857187E-4	 -3.2349203E-4	 -2.8618238E-4	 -3.2347873E-4	 -3.3572701E-4	 -3.3603168E-4	 -2.3940931E-4	 -3.3543945E-4	 -3.271434E-4	 -3.2347873E-4	 -3.3594098E-4	 -3.2890666E-4	 -3.357914E-4	 -3.3572701E-4	 -3.2348558E-4	 -3.2340556E-4	 -3.2857191E-4	 -3.3619849E-4	 -3.2340556E-4	 -3.3040019E-4	 -3.3590756E-4	 -3.357914E-4	 -3.3590216E-4	 -3.2890666E-4	 -3.2348053E-4	 -3.2348053E-4	 -3.2348682E-4	 -3.357558E-4	 -3.3576973E-4	 -3.2826541E-4	 -3.2348597E-4	 -3.3054446E-4	 -3.2857185E-4	 -3.2857194E-4	 -3.3058864E-4	 -3.3056423E-4	 -3.2857187E-4	 -3.2857186E-4	 -2.8618238E-4	 -3.3055824E-4	 -3.3593652E-4	 -3.2857186E-4	 -3.2349134E-4	 -3.2349203E-4	 -3.3055051E-4	 -3.2348737E-4	 -3.2857194E-4	 -3.2929522E-4	 -3.2857209E-4	 -3.2349134E-4	 -3.3034885E-4	 -3.3055051E-4	 -3.2348933E-4	 -3.2348597E-4	 -3.2913345E-4	 -3.2857185E-4	 -3.2857183E-4	 -3.2857188E-4	 -3.2890827E-4	 -3.3590216E-4	 -3.3603168E-4	 -3.2857188E-4	 -3.330975E-4	 -3.2890827E-4	 -3.3619849E-4	 -3.2348682E-4
R_QULNS	 0.0017156893	 0.0016870608	 0.0017156287	 0.0016782216	 0.0016797869	 0.014008412	 0.0017149853	 0.0016782212	 0.014001467	 0.01387496	 0.001679858	 0.0017159968	 0.0017162138	 0.0016782211	 0.0016783065	 0.0017151434	 0.0016782225	 0.02375678	 0.0016883976	 0.0017132984	 0.014642229	 0.014009585	 0.0016870608	 0.0016885223	 0.001688367	 0.0017151434	 0.014557256	 0.0016782205	 0.014618314	 0.014042941	 0.0016782214	 0.00171586	 0.001715252	 0.0016782205	 0.0017159968	 0.0016797052	 0.001715252	 0.015020297	 0.0016782214	 0.014642229	 0.015020297	 0.001716615	 0.0016783065	 0.014017713	 0.0017162393	 0.014006579	 0.0016875597	 0.0017162393	 0.014001467	 0.0016872975	 0.0017156287	 0.0016782214	 0.0017150098	 0.001715506	 0.0016782214	 0.0017162138	 0.0016782212	 0.014017713	 0.001716615	 0.014042941	 0.0017158372	 0.001679858	 0.001715506	 0.0016797052	 0.0016782214	 0.014661689	 0.014198941	 0.014022016	 0.0016797869	 0.0016782214	 0.014009585	 0.0016810897	 0.0017150098	 0.0017149141	 0.0016882966	 0.01387496	 0.0016782213	 0.014015853	 0.015674281	 0.014007084	 0.0017147671	 0.0017163232	 0.02375678	 0.0017132984	 0.014661689	 0.014007084	 0.00171586	 0.0016799313	 0.001715096	 0.0017147671	 0.014022016	 0.011546658	 0.0016782216	 0.0017171752	 0.011546658	 0.0016875597	 0.0017156893	 0.001715096	 0.0017156617	 0.0016799313	 0.014187698	 0.014187698	 0.014010174	 0.0017149141	 0.0017149853	 0.014198941	 0.013994366	 0.0016882966	 0.0016782212	 0.0016782217	 0.0016885223	 0.0016883976	 0.0016782213	 0.0016782213	 0.015674281	 0.001688367	 0.0017158372	 0.0016782213	 0.014044681	 0.014015853	 0.0016883275	 0.014006579	 0.0016782217	 0.014618314	 0.0016782225	 0.014044681	 0.0016872975	 0.0016883275	 0.014008412	 0.013994366	 0.0016810897	 0.0016782212	 0.0016782211	 0.0016782214	 0.0016799396	 0.0017156617	 0.0017163232	 0.0016782214	 0.014557256	 0.0016799396	 0.0017171752	 0.014010174
T_R_N2Otex	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
T_R_MALTPTtexi	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
R_MCITL2	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
R_PSD161	 0.056644859	 0.055699669	 0.056642859	 0.055407833	 0.055459514	 0.054550745	 0.056621618	 0.05540782	 0.054549949	 0.05454856	 0.055461862	 0.056655011	 0.056662178	 0.055407819	 0.055410638	 0.056626836	 0.055407863	 0.087892385	 0.054304784	 0.056565922	 0.054171501	 0.054550398	 0.055699669	 0.058091162	 0.055742792	 0.056626836	 0.05385713	 0.055407798	 0.054083024	 0.054546461	 0.055407828	 0.056650496	 0.056630422	 0.055407798	 0.056655011	 0.055456816	 0.056630422	 0.050383676	 0.055407829	 0.054171501	 0.050383676	 0.056675423	 0.055410638	 0.054552723	 0.05666302	 0.054550414	 0.055716139	 0.05666302	 0.054549949	 0.055707481	 0.056642859	 0.055407828	 0.056622428	 0.056638808	 0.055407829	 0.056662178	 0.05540782	 0.054552723	 0.056675423	 0.054546461	 0.056649744	 0.055461862	 0.056638808	 0.055456816	 0.055407829	 0.054243497	 0.054141855	 0.054550113	 0.055459514	 0.055407829	 0.054550398	 0.055502526	 0.056622428	 0.056619268	 0.046544913	 0.05454856	 0.055407825	 0.054551201	 0.05798976	 0.054548958	 0.056614414	 0.056665791	 0.087892385	 0.056565922	 0.054243497	 0.054548958	 0.056650496	 0.055464282	 0.056625272	 0.056614414	 0.054550113	 0.05453662	 0.055407833	 0.056693919	 0.05453662	 0.055716139	 0.056644859	 0.056625272	 0.056643949	 0.055464282	 0.054549262	 0.054549262	 0.054550322	 0.056619268	 0.056621618	 0.054141855	 0.05455018	 0.046544913	 0.055407822	 0.055407838	 0.058091162	 0.054304784	 0.055407825	 0.055407825	 0.05798976	 0.055742792	 0.056649744	 0.055407825	 0.054551085	 0.054551201	 0.051223564	 0.054550414	 0.055407838	 0.054083024	 0.055407863	 0.054551085	 0.055707481	 0.051223564	 0.054550745	 0.05455018	 0.055502526	 0.055407822	 0.055407819	 0.055407828	 0.055464554	 0.056643949	 0.056665791	 0.055407828	 0.05385713	 0.055464554	 0.056693919	 0.054550322
T_R_SBTtex	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0
